 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X
12.81518555	30.68184090	5.75225306	37.18806839	7.08970881	-6.83540058	23.94938469	38.43880463	11.79680061	-19.35505295	0.90877575	-16.97912407	16.21233177	13.39650917	2.93149662	41.57798386	54.37734222	0.33099544	36.63827896	49.00862885	-4.47558784	66.08687592	60.70697021	-40.50167465	-810.04266357	-79.60066986	-0.17061320	0.29254612	0.96894056	-1.14328218	0.06135873	0.14992359	-0.05608425	-0.12419347	0.00520071	675.82012939	88.65196228	-71.28266144	21.30956078	-95.50405884	0.14644505	0.03754716	1.08340955	-0.13384385	0.02214746	-0.03048005	-0.08559569	0.35164943	0.07551763	0.02061155	0.25064978	0.16793685	0.20714597	-0.18290827	-0.04810585	-1.78229785	-3.46416974	36.60427094	-59.97370529	-9.84507847	-10.12228584	-19.45480156	79.62478638
12.78730392	30.10221863	6.08854866	37.09950256	7.17020893	-6.88270187	23.65105438	38.50049973	11.82506371	-20.79845428	0.83045453	-17.01623344	16.20601463	13.18792725	3.10973501	41.18797302	54.47185516	-0.24110074	36.84677505	49.17856979	-4.48336506	66.33937836	60.71031952	-37.49759293	-810.03857422	-80.17733765	0.30958399	-0.31351531	0.50604725	-1.45863616	-0.01647501	0.17080989	0.16345961	-0.12469865	-0.03411608	1294.05273438	48.42379379	-111.85654449	17.49709511	-162.42712402	0.14602152	0.03762167	1.08331120	-0.12031046	0.02169891	-0.02835208	0.08435699	0.34836507	0.12369055	-0.10121385	-0.10127979	0.11406699	0.26748207	-0.18309379	-0.05313966	-0.78280717	-2.81650352	125.97665405	-61.10898209	1.06005132	-10.10485935	-19.55242157	80.19924927
12.78148556	29.58365631	6.75253010	37.03140640	7.28669310	-6.93998051	23.39644814	38.59247971	11.84627151	-22.20634842	0.73013377	-17.06394768	16.24256134	12.97812653	3.30974770	40.68909836	54.53175354	-0.98049778	37.02664566	49.38356400	-4.54964590	66.42188263	60.68944168	-32.25000381	-810.03552246	-81.13359833	-0.13439597	-0.28788987	-0.86106825	-1.09007955	0.61520714	0.02550585	0.43835455	-0.11964807	-0.05810493	1920.15795898	4.15704203	-135.26208496	8.93476009	-203.93171692	0.14564107	0.03769050	1.08322024	-0.10862822	0.01985827	-0.02628670	0.17180236	-0.14383027	-0.37830940	0.23508434	-0.22583017	-0.31691566	-0.16879854	-0.13281451	-0.12953800	-1.07731354	-4.28741407	189.84696960	-60.66460037	9.04429340	-10.07447052	-19.67313004	81.15243530
12.73853874	29.13912964	7.60138083	36.98631668	7.42152786	-7.00890017	23.17851830	38.69757843	11.86516762	-23.57040596	0.62256545	-17.11765480	16.30194283	12.77360439	3.51632667	40.16891098	54.54184341	-1.75632536	37.16627502	49.62298203	-4.66457558	66.33639526	60.65690613	-24.52611542	-810.04040527	-82.34903717	-0.78029251	-0.04108214	-0.68879795	-0.21621741	0.26117191	-0.01632040	0.49895850	-0.32536793	-0.03492078	2403.96508789	-32.19771194	-140.54792786	-1.67557740	-221.54373169	0.14529319	0.03775676	1.08313417	-0.10097989	0.02079615	-0.02583368	0.22151349	-0.13916154	-0.05062574	0.23715028	-0.05190282	-0.06461700	-0.07260136	-0.16432801	0.01865998	-1.48626542	-4.78382158	223.60444641	-58.61798096	12.06598854	-10.04617500	-19.80294991	82.36456299
12.61240292	28.76595497	8.46531105	36.96041107	7.55771828	-7.08818626	22.98205185	38.79903412	11.88552380	-24.88283348	0.52026176	-17.17327499	16.36084366	12.57982922	3.71387887	39.68122101	54.50634766	-2.51263976	37.25915909	49.88165283	-4.81229877	66.11002350	60.63150024	-14.63351345	-810.05316162	-83.57263184	-0.26396301	-0.62730336	-0.09049837	-0.49808043	-0.42608258	0.01580778	0.34175837	-0.37595680	-0.16312060	2618.45019531	-54.91018295	-130.68626404	-9.87407112	-223.01077271	0.14496341	0.03783359	1.08304477	-0.09754131	0.02608441	-0.02846534	0.45196322	0.02551032	0.18893193	0.18193108	-0.17472459	0.06308211	0.14831756	-0.16525415	0.08071984	0.06256354	-3.30337381	226.99424744	-55.16902161	9.38567448	-10.03047752	-19.92846107	83.58539581
12.39872646	28.44196510	9.24254131	36.95450592	7.68288422	-7.17409515	22.79294777	38.88453674	11.90912247	-26.13570595	0.43247044	-17.22788239	16.39693642	12.40035534	3.88913798	39.25404358	54.43903732	-3.24568439	37.29972076	50.13761139	-4.98673582	65.83089447	60.62696838	-4.12503195	-810.06439209	-84.55529785	-0.25651810	-0.61071873	-0.49026781	-0.76525778	-0.01826434	-0.00951328	0.11792580	-0.05629399	-0.18710944	2524.93969727	-65.27398682	-110.57027435	-10.50704956	-217.46174622	0.14463927	0.03793453	1.08294070	-0.09746494	0.03513033	-0.03462274	0.34395042	-0.41213343	0.10608263	0.16287360	-0.15235855	-0.07478596	-0.14452246	0.07765827	0.12187253	6.99643469	-1.11965835	206.12257385	-50.64470673	1.74605680	-10.03355217	-20.03915405	84.56638336
12.11910343	28.12612724	9.88840485	36.96880722	7.79114008	-7.26220512	22.60736084	38.94747162	11.93585873	-27.32309341	0.36370730	-17.27962303	16.39320946	12.23787022	4.03194904	38.90951920	54.36817932	-3.96062303	37.28463364	50.37414932	-5.18886185	65.59222412	60.64000320	4.83183384	-810.05450439	-85.23397064	-0.12696223	-0.86681360	-1.16987133	-0.32967380	0.09805952	-0.01916962	0.06082674	0.06044153	-0.08750013	2169.99194336	-65.84220886	-85.22975159	-0.52396959	-211.54505920	0.14431119	0.03806936	1.08281100	-0.09971436	0.04594417	-0.04363532	0.16102839	-0.01810824	0.29718873	0.01473784	0.32839450	0.11864779	-0.16413055	0.22406170	0.15140185	23.63680840	0.11826035	173.82441711	-45.63635635	-9.03647327	-10.05648136	-20.12875175	85.24443817
11.79658794	27.76322556	10.38935947	36.99724960	7.88326406	-7.34760094	22.42870331	38.98682785	11.96398163	-28.44402313	0.31413260	-17.32778740	16.34164810	12.09503937	4.13591146	38.66820145	54.34654236	-4.65353870	37.22047806	50.58137512	-5.41239786	65.40574646	60.65319443	11.06360722	-809.98675537	-85.70314026	0.35354492	-0.74857777	-0.37289858	-0.54074526	-0.12259564	-0.00447649	-0.26516485	0.08683291	-0.08007012	1668.38317871	-59.39377594	-59.33808136	19.33260918	-209.08204651	0.14397384	0.03823782	1.08264887	-0.10260531	0.05416081	-0.05364335	0.14631402	0.12287840	0.15537168	0.07403584	0.30870256	0.06005110	0.12043861	0.25071236	0.02331231	53.67798996	-0.00934638	141.89308167	-40.94490051	-20.39690590	-10.09506989	-20.19555855	85.71360779
11.46049309	27.29554749	10.77087402	37.03292847	7.96544266	-7.42703104	22.25664520	39.00767136	11.99272633	-29.50014114	0.28192398	-17.37384033	16.24426079	11.97111511	4.20223093	38.53358459	54.43256378	-5.32721758	37.12665558	50.75236511	-5.64645195	65.23081970	60.65159607	14.92938328	-809.80291748	-86.00227356	0.51866609	-0.07799156	0.43605223	-0.54549593	-0.05466114	-0.05755357	-0.52006906	0.16198024	-0.09121663	1169.36669922	-49.94458389	-37.11696243	44.80407715	-211.69755554	0.14362842	0.03842219	1.08245552	-0.10424226	0.05456837	-0.06173500	-0.00003763	-0.07134291	-0.17855285	0.13004297	0.01339817	-0.11362590	-0.01525232	0.17690472	-0.00571631	96.46228790	0.13981424	115.92861176	-37.37999725	-29.51213074	-10.14538765	-20.24233055	86.01313019
11.15597343	26.68327713	11.08683109	37.07210922	8.04653358	-7.50292778	22.08525848	39.01983261	12.02625275	-30.49015617	0.26536119	-17.42218590	16.11430168	11.85939026	4.24252033	38.47917938	54.64989471	-6.01004171	37.03042221	50.88510895	-5.88778353	65.05931091	60.63480759	17.45311737	-809.43292236	-86.04820251	0.79815525	-0.16775355	-0.37017158	0.15180196	0.34837401	-0.10600216	-0.48559088	0.19506362	0.04609710	776.29791260	-38.64748001	-21.84306717	69.19966125	-218.56233215	0.14328115	0.03859079	1.08224249	-0.10366035	0.04461698	-0.06490907	0.08443708	0.01415965	-0.26892307	0.07489325	-0.05281779	-0.25918031	-0.03595794	0.24915551	-0.12088306	141.58128357	3.11873507	96.49741364	-35.71038055	-34.11448669	-10.20998764	-20.27518082	86.06002045
10.94015980	25.92499542	11.37929821	37.11561966	8.13460922	-7.58446789	21.91208076	39.03457260	12.07380867	-31.40696907	0.26409054	-17.47914696	15.97558212	11.74982452	4.27560282	38.45875168	54.96897888	-6.74339342	36.95991516	50.98452759	-6.13622952	64.92094421	60.62554932	19.37524223	-808.83294678	-85.79111481	1.19804013	-0.19744265	-0.37961331	0.47193232	0.45990995	-0.03339186	-0.51434082	0.00022949	0.22689117	497.65765381	-22.10762596	-14.89031219	85.49640656	-226.46693420	0.14293915	0.03871052	1.08202922	-0.10132599	0.02599341	-0.06191382	0.00993202	0.04169958	-0.28226313	-0.05764428	-0.03216321	-0.30974492	0.17671025	0.26432177	-0.30210629	169.52886963	9.73320770	81.28701019	-36.43403244	-33.10021210	-10.29814529	-20.30146790	85.80461884
10.86794281	25.06400871	11.64936638	37.17019272	8.23393440	-7.68454790	21.74204063	39.06172180	12.14527321	-32.23984909	0.27858758	-17.55041504	15.85490704	11.63219547	4.32151651	38.43075943	55.32547760	-7.54076529	36.93945694	51.06544876	-6.37943125	64.85108948	60.66039276	20.82136726	-808.06475830	-85.32944489	0.34346539	-0.00595649	0.56088573	-0.41605631	0.00042992	0.11601613	-0.30010203	-0.08788051	0.09734125	291.87564087	1.68997848	-14.97328568	89.49341583	-231.14605713	0.14260595	0.03875982	1.08183479	-0.09879716	0.00347826	-0.05414404	0.02426900	-0.14962183	-0.30123752	0.04809598	-0.11787066	-0.29590121	0.16956002	0.06601888	-0.28036463	162.67434692	18.10327339	66.64733124	-39.30241776	-26.84886551	-10.42093563	-20.32762909	85.34500885
10.97270393	24.17292213	11.86707973	37.24430466	8.34371662	-7.81465149	21.57937813	39.10765839	12.24613857	-32.97936249	0.30826622	-17.63865852	15.77273369	11.49775982	4.39642286	38.37495422	55.65316772	-8.36326885	36.98748779	51.16051102	-6.59377337	64.88690948	60.75479126	21.54160118	-807.35095215	-84.81172943	0.14126493	-0.17884062	0.29507416	-0.45908439	-0.07394103	0.08705308	0.10618322	-0.05741386	-0.02869184	129.58052063	30.59414101	-18.60206604	81.24409485	-228.22660828	0.14227968	0.03873472	1.08167040	-0.09725483	-0.01792467	-0.04448770	0.24761802	0.21892692	0.07409154	-0.07443148	-0.04937474	-0.06813680	0.09729841	-0.15476592	-0.16963266	116.26746368	25.06966591	49.35113907	-43.24094009	-17.28937531	-10.58508587	-20.35767365	84.82917786
11.24866486	23.32679558	12.00617790	37.34115601	8.46033001	-7.97902441	21.42027855	39.17401886	12.37453461	-33.62157440	0.35103497	-17.74244690	15.73762321	11.34274769	4.50697708	38.29331207	55.91085815	-9.14793682	37.11145401	51.31647491	-6.76695776	65.05008698	60.88310242	21.44845963	-806.97039795	-84.30675507	0.45338893	-0.66166830	-0.46409139	-0.19100177	0.02698894	0.02499919	0.22575641	-0.12673944	-0.03188678	-2.10517716	62.53587723	-21.55542755	63.20156860	-213.04463196	0.14195715	0.03864526	1.08153760	-0.09621990	-0.03475527	-0.03559136	-0.01156823	0.37781355	0.11138169	-0.11013255	0.08402803	0.12372333	0.23035136	-0.24512832	-0.11434416	40.06050110	28.22139931	28.61537933	-46.87186813	-7.35371923	-10.78799629	-20.39298439	84.32566833
11.63780499	22.58159828	12.06034374	37.45276642	8.58033943	-8.17204189	21.25704193	39.25646973	12.52160454	-34.17011261	0.40417084	-17.85657120	15.74351406	11.17204285	4.64560413	38.20137024	56.08871460	-9.85149765	37.29855347	51.57150650	-6.91422939	65.32447052	60.99954987	20.91559219	-807.04998779	-83.87088013	0.24731925	-0.10651401	-0.10265075	-0.35109508	0.22024126	-0.07605261	0.32812253	-0.00896452	-0.18257931	-125.31004333	96.34288788	-20.11713409	38.00877762	-181.27539063	0.14163882	0.03851102	1.08143115	-0.09452333	-0.04428783	-0.02873357	0.14266868	-0.38617679	0.04933823	0.22988810	0.01400095	0.00446159	0.08898994	-0.21698597	-0.02021572	-45.26242828	27.56763077	6.99791288	-49.16068268	-0.03764780	-11.01630020	-20.43265152	83.89078522
12.03823090	21.96465874	12.03437996	37.55792999	8.69964981	-8.38206196	21.08414078	39.34370041	12.67594528	-34.63457108	0.46462858	-17.97380066	15.77209568	10.99728394	4.79320574	38.11986542	56.18417740	-10.44152164	37.51670074	51.93465805	-7.06773853	65.69277954	61.07725143	20.39534378	-807.49633789	-83.64359283	-0.07520545	0.09541250	0.51835614	-0.55677581	-0.07869804	-0.02451339	0.37708598	0.01110628	-0.23026195	-281.00445557	128.32907104	-11.85941410	8.11132431	-130.70872498	0.14132763	0.03836044	1.08134437	-0.09217147	-0.04414031	-0.02352987	0.66817689	-0.42629343	-0.01976271	0.57578993	0.15313046	-0.23091762	-0.12134799	-0.13276683	-0.06824706	-114.57519531	25.54623604	-11.59218407	-49.83893967	2.38218284	-11.25098038	-20.47296715	83.66374969
12.34935284	21.47496033	11.94435024	37.63055420	8.81119537	-8.59672356	20.89477158	39.42018509	12.82728386	-35.02541351	0.52893662	-18.08726501	15.79936218	10.82920647	4.92917538	38.07436371	56.17713547	-10.85360718	37.72930145	52.37942123	-7.25331259	66.17218018	61.13024902	19.76523781	-808.11322021	-83.72370911	0.62836534	-0.21267049	0.21845677	-0.11474614	0.08348411	0.08228453	0.25369793	-0.04628113	0.02354180	-505.40426636	152.78930664	3.58166718	-23.82173347	-62.48087311	0.14102435	0.03822753	1.08127379	-0.08996787	-0.03384766	-0.01866594	0.55768710	-0.35368240	0.05306366	0.44218132	0.18544939	-0.17329849	-0.00214176	0.10877500	-0.03331139	-150.11585999	25.10400009	-24.62428284	-49.46152878	-1.06949317	-11.47553062	-20.50739670	83.74313354
12.52228260	21.09141731	11.82117271	37.65535736	8.90574169	-8.80594158	20.67678452	39.47266769	12.96611118	-35.34872437	0.59314036	-18.19178391	15.80098534	10.67036819	5.04081774	38.09682083	56.04256821	-10.99138451	37.90793991	52.85050583	-7.47567034	66.76533508	61.19675827	18.24794006	-808.72845459	-84.02973938	1.02421641	-0.16694237	0.21826753	-0.15060386	0.33648986	0.06252777	0.15460499	0.10087260	0.03110593	-778.03497314	163.87068176	24.08495903	-53.95895004	17.54773712	0.14072815	0.03814288	1.08121991	-0.08769051	-0.01591452	-0.01361723	0.33630806	-0.50870609	0.14512821	0.15471265	0.00853424	-0.11963429	-0.06647823	0.23118995	0.04030031	-150.19673157	28.11010170	-31.20668793	-49.06087494	-9.79512787	-11.68079281	-20.52845573	84.04764557
12.56859875	20.78661346	11.69513988	37.63630295	8.97500229	-9.00482178	20.41754150	39.49494553	13.08428288	-35.60507584	0.65251040	-18.28396416	15.75754452	10.51435471	5.12628078	38.21382904	55.78159332	-10.78288174	38.03656769	53.28845596	-7.72243690	67.40697479	61.30062103	15.04079819	-809.23779297	-84.38176727	-0.05668703	-0.02949107	0.99829406	-0.70067501	-0.49537537	-0.04697630	-0.24978548	0.20718807	-0.24326225	-1011.05194092	154.86096191	45.17707062	-76.17082214	96.73443604	0.14044148	0.03812442	1.08118212	-0.08390769	0.00487055	-0.00944473	0.57513106	-0.28566185	-0.01404938	0.20641634	-0.03118491	-0.32574049	-0.14411862	0.30905053	-0.08196265	-125.74050140	35.35507584	-31.83997536	-49.62814331	-21.85093498	-11.86549473	-20.53065109	84.39788818
12.53225803	20.53667450	11.58508301	37.58773804	9.01530075	-9.19321728	20.11038780	39.48766327	13.17751312	-35.79450226	0.70199555	-18.36219215	15.65983295	10.35194016	5.19047165	38.42628860	55.43572998	-10.23935890	38.11317444	53.65502167	-7.97717905	67.98571014	61.43694687	10.26113129	-809.60034180	-84.62957001	-1.03910029	0.02188316	0.70537764	-0.28310880	-1.12392032	-0.26250935	-0.61052346	0.10770766	-0.36725977	-1124.92553711	121.64048767	60.79420853	-83.43257904	157.33308411	0.14017212	0.03817209	1.08115566	-0.07704804	0.02259209	-0.00666705	0.59211612	-0.05110893	-0.05598292	0.35440943	0.04781378	-0.24281518	0.01554924	0.22748016	-0.06583894	-90.80868530	46.50606918	-29.11696053	-51.68470383	-34.55343246	-12.03282547	-20.51288223	84.64411926
12.45735073	20.32207680	11.50080776	37.51753616	9.02989101	-9.37118912	19.75774765	39.45522690	13.24493313	-35.92259598	0.73843849	-18.42667770	15.51142788	10.17709923	5.24008751	38.69974518	55.08309937	-9.47737312	38.14938354	53.93277740	-8.21949768	68.38486481	61.59924316	5.33104181	-809.81921387	-84.70960999	-1.05480814	-0.02293974	-0.59140903	0.15443957	-0.43173483	-0.30276495	-0.47768402	0.16987444	-0.24551837	-1103.06091309	70.07535553	65.46911621	-72.09608459	184.46038818	0.13993235	0.03826643	1.08113754	-0.06593767	0.03204949	-0.00392214	0.25957742	-0.00518656	0.33137932	0.00471380	0.04734586	0.13970993	0.05728086	0.07245905	0.12662619	-56.89924622	59.07523727	-26.45305061	-55.17770004	-45.35546494	-12.18563652	-20.47890663	84.72314453
12.36800194	20.12963486	11.43466854	37.42144012	9.02714825	-9.53803253	19.37247086	39.40322495	13.28733158	-36.00202942	0.76188964	-18.47871590	15.32799053	9.98738003	5.28304386	38.97056198	54.81937027	-8.69403172	38.16374969	54.11134338	-8.41740417	68.51565552	61.80657578	1.74234056	-809.92132568	-84.71540833	-0.99676734	0.07969245	-0.29032943	-0.18649884	-0.20086525	-0.09405095	-0.54954553	0.12459993	-0.05730620	-964.71997070	15.25024319	57.24830627	-44.77222061	173.96609497	0.13973692	0.03837530	1.08112991	-0.05057545	0.03148201	-0.00051262	0.10153610	-0.10855445	0.35885367	-0.12182615	-0.02621145	0.17812368	0.19845302	-0.02788901	0.06114787	-31.31381226	68.34523010	-25.40849686	-59.87113571	-52.62494659	-12.32485199	-20.43553352	84.72841644
12.26889324	19.95851326	11.36144257	37.29027176	9.01625061	-9.69422436	18.97200203	39.33710480	13.30715656	-36.05017090	0.77363777	-18.51946068	15.13039017	9.78162956	5.32844210	39.16925812	54.71738434	-8.08354759	38.17386246	54.19112396	-8.53689194	68.38198853	62.07663345	-0.50568879	-809.94934082	-84.85652924	-1.18792415	-0.06449611	-0.09135373	-0.12389507	-0.54858172	0.01638895	-0.42390433	-0.05851436	0.01411196	-759.52655029	-27.07379723	38.90450668	-9.45005035	134.10702515	0.13959725	0.03846812	1.08113301	-0.03318062	0.02323845	0.00185080	0.20181076	-0.22843872	0.07879602	0.08123544	-0.07161784	-0.05476694	0.41354051	-0.07259503	-0.17966452	-16.78381348	69.43569946	-25.32793236	-65.79387665	-56.00957489	-12.45007801	-20.38984680	84.86903381
12.16061401	19.81178474	11.26596451	37.11939621	9.00363541	-9.84087658	18.56593513	39.26166153	13.30813503	-36.08345032	0.77422166	-18.54956055	14.93484688	9.55706692	5.38615513	39.25603485	54.78782654	-7.74052191	38.19610214	54.20206070	-8.56527805	68.10884857	62.37139511	-2.35443544	-809.95611572	-85.23810577	-0.10858613	-0.24756047	-0.80358320	0.24331217	0.33049676	0.19361554	0.25921905	-0.09364189	0.25474852	-575.15631104	-45.94604874	16.92734718	23.42985344	82.47420502	0.13951428	0.03852639	1.08113992	-0.01722792	0.01157662	0.00168390	0.54490805	-0.27071315	0.14790441	0.22654228	-0.09443244	-0.12492441	0.34853533	-0.05022265	-0.15761290	-12.56306362	59.66424942	-24.71574402	-73.13471985	-56.46302032	-12.56134224	-20.34668350	85.24980927
12.05157185	19.67321777	11.16278744	36.91560364	8.99045277	-9.97987747	18.15016365	39.18046570	13.29520416	-36.11058044	0.76406777	-18.56941032	14.74889946	9.30668068	5.46785164	39.23927307	54.97942352	-7.63815212	38.24740982	54.20038986	-8.51467896	67.85746002	62.60070801	-4.15463686	-809.98425293	-85.70644379	0.72313386	-0.44217014	-0.38961688	-0.37281179	0.84987032	0.54718357	0.44498584	-0.18877321	0.51963025	-463.93475342	-38.57442474	-0.92223996	44.81580734	39.10191345	0.13947842	0.03854568	1.08114362	-0.00511913	0.00050815	0.00069740	0.35565725	-0.27766556	0.10863083	0.30575424	0.13552254	-0.04787935	0.39578545	0.05966812	-0.10230354	-15.83010101	39.62722778	-22.14997101	-81.74438477	-55.65916061	-12.66321850	-20.30674744	85.71736908
11.95786190	19.49789429	11.08175564	36.69696045	8.97297192	-10.11594009	17.71387291	39.09489441	13.27572823	-36.13188553	0.74442512	-18.57937241	14.57112503	9.02174664	5.58412027	39.16435242	55.21210098	-7.67202282	38.33915329	54.23262405	-8.39976788	67.73359680	62.69247818	-5.65604210	-810.05010986	-85.93458557	0.24466822	0.05204350	0.80177414	-0.63518852	0.03649552	0.17154902	0.02175209	-0.22869317	0.06655423	-392.32348633	-13.78324318	-9.19188023	50.96219635	16.37823486	0.13947532	0.03853273	1.08114743	0.00243085	-0.00751524	0.00247965	0.27199432	-0.53678441	-0.13075845	0.48382932	0.23807271	-0.22995199	0.33811602	0.11297096	-0.21847466	-21.65003586	13.41711235	-17.26567650	-90.72998047	-54.91304398	-12.76611042	-20.26661110	85.94561005
11.89792442	19.23314095	11.03981018	36.48332596	8.94757938	-10.25501919	17.25155830	39.00467682	13.25746727	-36.14616013	0.71752137	-18.58049583	14.39352131	8.69858932	5.73825121	39.09111023	55.41193390	-7.71084738	38.46945572	54.30612183	-8.22562027	67.77156830	62.64814377	-6.78312969	-810.14923096	-85.64312744	-0.23379441	0.23969732	0.58912605	-0.17621700	-0.45342842	-0.27523544	-0.07264979	-0.11623110	-0.34600389	-313.54174805	12.88026810	-7.25479507	44.04845047	13.91230392	0.13949028	0.03849855	1.08116519	0.00589253	-0.01259599	0.00912882	0.60793507	-0.54015106	-0.33771852	0.80084074	0.25100297	-0.46708664	0.00413859	0.11542603	-0.23418111	-22.90893555	-11.95936298	-11.67971134	-98.44385529	-54.60912323	-12.88037205	-20.22182465	85.65586853
11.89416218	18.85346031	11.02929211	36.28329468	8.91642189	-10.39927578	16.77135277	38.90928268	13.24439621	-36.15859222	0.68677270	-18.57556915	14.21008301	8.34425163	5.92308760	39.06716919	55.53889084	-7.65921545	38.62614441	54.39525604	-8.00071335	67.93170166	62.52407455	-7.65114164	-810.26116943	-84.76358032	0.14543891	-0.06349387	0.19671214	-0.11150686	-0.05832101	0.03479262	-0.23722702	-0.07816530	0.06094819	-230.57350159	31.31133270	1.47052920	28.49635506	23.47315216	0.13951194	0.03844993	1.08121336	0.00690473	-0.01667609	0.02056442	0.59968692	-0.29134014	-0.35643661	0.97170389	0.37290901	-0.31115165	-0.01250555	0.19419225	-0.02223938	-10.72888374	-29.00935745	-7.99904871	-103.03269958	-54.31432724	-13.00922775	-20.17096329	84.77970886
11.97647858	18.37306595	11.02576351	36.08907700	8.88976002	-10.54512119	16.29643250	38.80924225	13.23628044	-36.18291473	0.65602088	-18.56960678	14.02305603	7.97746372	6.12186909	39.10496902	55.59453201	-7.51330805	38.79759216	54.46694183	-7.74809313	68.11430359	62.37607574	-8.28059387	-810.33843994	-83.47283936	0.29233968	-0.26196900	0.36441055	-0.28520921	-0.14814655	0.13505462	-0.58612710	-0.13149907	0.19887289	-160.82667542	42.05643082	11.98415947	7.43876648	36.02019119	0.13953574	0.03838705	1.08130586	0.00752911	-0.02122196	0.03547810	0.19320798	-0.14482906	-0.13723177	0.63198107	0.27126190	0.04154610	0.11442724	0.09842797	0.16876240	25.99743843	-33.72966003	-7.42522383	-103.17408752	-53.07073593	-13.14708328	-20.11789322	83.49324799
12.17504501	17.82617760	11.00421238	35.88489532	8.88471699	-10.68511963	15.85636616	38.70922089	13.22958374	-36.23577499	0.62803328	-18.56930733	13.84085369	7.62186718	6.31422520	39.18474960	55.59212494	-7.33603573	38.97938919	54.50051880	-7.49320126	68.24423218	62.24066162	-8.66886997	-810.28906250	-82.09119415	-0.57305527	0.07723229	0.51853347	0.11379578	-0.69888645	-0.01420734	-0.66298884	-0.06416473	0.06859279	-100.44544983	52.07155609	19.74575806	-17.81744576	44.50842285	0.13956285	0.03830780	1.08145022	0.00894850	-0.02641634	0.05085672	-0.15673891	-0.10513748	0.12772296	0.09550554	0.13822721	0.22162192	0.01849606	-0.14963934	0.14874338	100.81274414	-28.06861496	-8.82598877	-98.44769287	-50.00271606	-13.28226089	-20.07200432	82.11550903
12.50594997	17.24756050	10.95833874	35.65783310	8.92035961	-10.80925369	15.47274208	38.61904144	13.21648026	-36.32911682	0.60506898	-18.58137894	13.67394352	7.29618359	6.48457241	39.27820969	55.51715851	-7.17339754	39.17386627	54.49624634	-7.24424887	68.35350800	62.14918137	-8.88746452	-809.96490479	-80.90117645	-0.57952559	0.00738834	-0.02306792	0.17534748	-0.20018536	0.24106871	-0.39047968	0.00925138	0.33349535	-44.76008606	70.04216766	22.57866478	-47.17767334	46.47587204	0.13959634	0.03821034	1.08164108	0.01132683	-0.03222375	0.06256354	0.01895056	0.05841787	0.27639481	0.06151967	0.25317192	0.23912254	0.17310514	-0.20559545	0.04118846	226.95304871	-17.91272163	-9.91319752	-89.45253754	-45.12082672	-13.40100193	-20.04556084	80.92794037
12.95580482	16.67066193	10.90577126	35.39990616	9.00904179	-10.90577030	15.15258026	38.54707718	13.18579865	-36.46697998	0.59117979	-18.61076546	13.53113651	7.01128244	6.62374640	39.36345673	55.33050919	-7.02730227	39.38588333	54.47486877	-6.99405241	68.55100250	62.12158203	-8.96369839	-809.15716553	-80.05239105	0.65046614	-0.38677263	-0.11613833	-0.09858034	0.42896867	0.43685395	0.01200560	-0.06618541	0.48412827	-6.36717510	101.79792786	21.60502052	-80.50553894	46.29234314	0.13963884	0.03809287	1.08186090	0.01421516	-0.03827498	0.06811295	0.26802823	0.28789487	0.26831508	0.12302797	0.05757890	0.24735129	0.19640143	-0.21668048	0.12508833	410.10549927	-7.98762798	-8.70605946	-77.74851227	-39.55932617	-13.49149799	-20.04714775	80.07970428
13.47163010	16.12656021	10.87067604	35.10560608	9.14827251	-10.96371365	14.89160156	38.49174118	13.12642574	-36.64529800	0.59237891	-18.66005516	13.41491699	6.77299452	6.72466421	39.42835999	55.00379944	-6.88987684	39.61700821	54.46909332	-6.74063683	68.92938995	62.14085388	-8.85682201	-807.61492920	-79.59595490	0.64431173	-0.25277400	0.79215652	-0.37488908	-0.20732702	0.11660029	0.10885584	-0.11497451	-0.00159747	0.43200788	144.10499573	19.74489975	-115.02439880	51.23922729	0.13969065	0.03795651	1.08208883	0.01665048	-0.04305909	0.06783876	0.49694529	-0.00342442	-0.03472110	0.43684444	-0.14031941	-0.02951442	0.12092888	-0.23042214	0.04002314	639.89221191	1.30210364	-4.34215736	-65.25871277	-35.01559830	-13.54677582	-20.07520294	79.62215424
13.97287560	15.63844109	10.86576939	34.77358246	9.31932354	-10.97657967	14.67811680	38.44092560	13.03048992	-36.85102844	0.61439896	-18.72969437	13.31753922	6.58182669	6.78145742	39.47679520	54.53724289	-6.74307108	39.86131668	54.50411606	-6.49144888	69.52033997	62.16437531	-8.66462994	-805.11694336	-79.53961182	0.19350527	-0.22804138	0.52567738	-0.51864821	-0.36029840	-0.19156805	0.17862512	-0.02007416	-0.39909586	-28.01968956	184.75794983	19.53012276	-144.47875977	65.13989258	0.13974874	0.03780803	1.08230782	0.01790744	-0.04548575	0.06283177	0.49440676	-0.48548359	-0.07829532	0.66350222	0.07472188	-0.15372354	0.34528527	-0.09331294	-0.10948022	887.17535400	12.43249989	2.81328487	-53.47137833	-32.93834305	-13.56684113	-20.11725426	79.56359863
